Entity ID,Entity,Risk Score at Detection,Current Risk Score,Source,Description,Detectors,Malware,Mitre Codes,Event Source,Event ID,Detection Time
url:http://widawe4329.wixsite.com/lyneshoeps,http://widawe4329.wixsite.com/lyneshoeps,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://16666601.awi.za.com/,https://16666601.awi.za.com/,67,15,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://2kyactt.com/,https://2kyactt.com/,68,68,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://assistance-messagerieweb.hubside.fr/,https://assistance-messagerieweb.hubside.fr/,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://ccag.mjusy.com/,https://ccag.mjusy.com/,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://certified.cloudsurveillance.net/512e185cd6cb761608ecf94a5a5075f0150af9c5,https://certified.cloudsurveillance.net/512e185cd6cb761608ecf94a5a5075f0150af9c5,66,66,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://deeoska.c505.net/,https://deeoska.c505.net/,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://discover-x-privacy.com/,https://discover-x-privacy.com/,67,15,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://menber.io.vn/user/login/1,https://menber.io.vn/user/login/1,68,68,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://tes.buuterise.cfd/,https://tes.buuterise.cfd/,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://timely-intervention543682.io.vn/,https://timely-intervention543682.io.vn/,68,68,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://usps.com-ljmw.top/,https://usps.com-ljmw.top/,67,15,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.639Z
url:https://zjyrc.top/,https://zjyrc.top/,67,15,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:http://nniimekqwgyvlxba-dot-millinium.ey.r.appspot.com/app/index,http://nniimekqwgyvlxba-dot-millinium.ey.r.appspot.com/app/index,68,20,Splunk - Collective Insights Demo,,Correlation,,"T1566.002, T1204.001",squid:access,,2024-12-31T01:18:39.638Z
url:http://upostvtgpoie.com/,http://upostvtgpoie.com/,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:http://vuqelikhhd.duckdns.org/typography.html,http://vuqelikhhd.duckdns.org/typography.html,70,10,Splunk - Collective Insights Demo,,Correlation,,"T1204.001, T1566.002, TA0011",squid:access,,2024-12-31T01:18:39.638Z
url:http://www.freespin1.duckdns.org/,http://www.freespin1.duckdns.org/,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:http://www.security-identification.biz.id/,http://www.security-identification.biz.id/,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:http://x005x1262.duckdns.org/,http://x005x1262.duckdns.org/,71,67,Splunk - Collective Insights Demo,,Correlation,,"T1204.001, TA0011, T1566.002",squid:access,,2024-12-31T01:18:39.638Z
url:https://bafkreihjo74t3kzpluvsnwt36mefhl55k2gwz6oivfkexfh65f6pulq5cy.ipfs.nftstorage.link,https://bafkreihjo74t3kzpluvsnwt36mefhl55k2gwz6oivfkexfh65f6pulq5cy.ipfs.nftstorage.link,67,67,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:https://db174c0f-5247-450c-b839-14adece4d31e.id.repl.co/,https://db174c0f-5247-450c-b839-14adece4d31e.id.repl.co/,69,69,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:https://l.ead.me/bfXtwM,https://l.ead.me/bfXtwM,68,32,Splunk - Collective Insights Demo,,Correlation,,T1566,squid:access,,2024-12-31T01:18:39.638Z
url:https://online.s-pankki-mobilli.com/index.php,https://online.s-pankki-mobilli.com/index.php,68,68,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:https://raiffcisen-ch.click/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login,https://raiffcisen-ch.click/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login/ebanking_ch/Login,66,66,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:https://servicemembershipoattloginscreen.boxmode.io/,https://servicemembershipoattloginscreen.boxmode.io/,67,31,Splunk - Collective Insights Demo,,Correlation,,T1566,squid:access,,2024-12-31T01:18:39.638Z
url:https://solutionfun.info/landingpage/939c66c5-a2e6-4d48-93bb-6fda5e52ed17/tnuoxp6xeb_amudv8wnt5e8pvorbwllx98tes-uqs-0,https://solutionfun.info/landingpage/939c66c5-a2e6-4d48-93bb-6fda5e52ed17/tnuoxp6xeb_amudv8wnt5e8pvorbwllx98tes-uqs-0,68,68,Splunk - Collective Insights Demo,,Correlation,,T1566,squid:access,,2024-12-31T01:18:39.638Z
url:https://user4.sanasta.us.kg/,https://user4.sanasta.us.kg/,67,15,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
url:https://we360.com.br/wp-content/themes/theme/office/,https://we360.com.br/wp-content/themes/theme/office/,69,24,Splunk - Collective Insights Demo,,Correlation,,,squid:access,,2024-12-31T01:18:39.638Z
hash:00b364307845c83f6373dbad2604385f7d858786be605f804c8ae84ed1c82aee,00b364307845c83f6373dbad2604385f7d858786be605f804c8ae84ed1c82aee,75,75,Splunk - Collective Insights Demo,,Correlation,"Floxif, Pioneer","T1614.001, T1071, T1055, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:068961ec2184216fa3df0c051a777a9a483e2948bfa6c9a8d67fe968fa5091df,068961ec2184216fa3df0c051a777a9a483e2948bfa6c9a8d67fe968fa5091df,75,75,Splunk - Collective Insights Demo,,Correlation,Berbew,"T1547.001, T1112, T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:23d4b2de9b2ae608a7f491798eb22e0e8286363ae015674733925e882f9344b0,23d4b2de9b2ae608a7f491798eb22e0e8286363ae015674733925e882f9344b0,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1027, T1027.002, T1614.001, T1003, T1486, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:27aa52cad8416c7f9773fd1325924f46428418da3c593dc54a286f96c2aa68b0,27aa52cad8416c7f9773fd1325924f46428418da3c593dc54a286f96c2aa68b0,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1614.001, T1003, T1486, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:34d94e0e4a13b3b862e66f75109b7c5a4186f48cd23649b3234616d899139723,34d94e0e4a13b3b862e66f75109b7c5a4186f48cd23649b3234616d899139723,75,75,Splunk - Collective Insights Demo,,Correlation,Cosmu,"T1614.001, T1071, T1027, T1485, T1027.002, T1486, T1074, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:4428adf60e16d3b2948364462c82385641d22b9064b33bded9ede1c435f69f1c,4428adf60e16d3b2948364462c82385641d22b9064b33bded9ede1c435f69f1c,75,75,Splunk - Collective Insights Demo,,Correlation,Berbew,"T1547, T1071, T1547.001, T1027, T1027.002, T1112, T1614.001, T1486, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:4be4acda157507456a9ad9c9b2ae58c2a15075ebead1bde7192d4a6d51967d4c,4be4acda157507456a9ad9c9b2ae58c2a15075ebead1bde7192d4a6d51967d4c,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1082, T1547.001, T1012, T1112, T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:52c307925d7ba1b0a59d03ba355303844175aedc0e34ce77c27a8a6015a8b8a6,52c307925d7ba1b0a59d03ba355303844175aedc0e34ce77c27a8a6015a8b8a6,75,75,Splunk - Collective Insights Demo,,Correlation,"Floxif, Pioneer","T1546.010, T1614.001, T1071, T1082, T1055, T1012, T1057, T1003, T1497, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:5ec9d95fe37f546e12fd3373b0de509fcb654af900a5af00cbeec30f17879267,5ec9d95fe37f546e12fd3373b0de509fcb654af900a5af00cbeec30f17879267,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1082, T1027, T1027.002, T1012, T1614.001, T1003, T1486, TA0011, T1120, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:65b0536c4c890c858ba0c3894244e59847c50e2a42e955cd926daefd3c52ea88,65b0536c4c890c858ba0c3894244e59847c50e2a42e955cd926daefd3c52ea88,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1027, T1055, T1027.002, T1012, T1057, T1003, T1486, T1497, TA0011, T1071, T1082, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:71d23d31cb9ec157ad570ced4e2ee372a9aeab250e3cfb9a41a0e21788f4531b,71d23d31cb9ec157ad570ced4e2ee372a9aeab250e3cfb9a41a0e21788f4531b,75,75,Splunk - Collective Insights Demo,,Correlation,Cosmu,"T1614.001, T1071, T1027, T1485, T1027.002, T1486, T1074, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:786c68b1da6c243916aacd7d05f3310f9f106b2beb6a65a979f7e4acc45173ab,786c68b1da6c243916aacd7d05f3310f9f106b2beb6a65a979f7e4acc45173ab,75,75,Splunk - Collective Insights Demo,,Correlation,"Padodor, Berbew","T1070, T1547, T1071, T1547.001, T1027, T1027.002, T1112, TA0011, T1070.006, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:828d2daa7dd31ac5e21d42222b3cc0cd59783bef4ecf6b1bbd4b98ab2cb0a54c,828d2daa7dd31ac5e21d42222b3cc0cd59783bef4ecf6b1bbd4b98ab2cb0a54c,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1027, T1027.002, T1614.001, T1003, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:886676d7144891fdeae78a9cec79ec1c593a6bc8e9d1b2e29b928a5309c90be1,886676d7144891fdeae78a9cec79ec1c593a6bc8e9d1b2e29b928a5309c90be1,75,75,Splunk - Collective Insights Demo,,Correlation,"Blackmoon, QQPass","T1082, T1012, T1614.001, T1547, T1071, T1539, T1547.001, T1055, T1112, T1057, T1003, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:8c6be2f96ffc90a58b0788399b9391cb6910a99ee5fc1ef8adb19ca5dd8b6ec1,8c6be2f96ffc90a58b0788399b9391cb6910a99ee5fc1ef8adb19ca5dd8b6ec1,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1546.010, T1614.001, T1027, T1055, T1027.002, T1012, T1057, T1003, T1497, TA0011, T1071, T1082, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:9130a43545b56258084f70ad9f0efadd21910c238d6ec1f030b9fb59846704e9,9130a43545b56258084f70ad9f0efadd21910c238d6ec1f030b9fb59846704e9,75,75,Splunk - Collective Insights Demo,,Correlation,"Berbew, Hangup","TA0011, T1547.001, T1112, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:9bd8400d14439032ca9a601d0e2028201bc90e4c605cfe8da107b7c899cc6ab8,9bd8400d14439032ca9a601d0e2028201bc90e4c605cfe8da107b7c899cc6ab8,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1547, T1547.001, T1564.001, T1012, T1112, T1057, T1564, T1003, T1497, T1053, TA0011, T1071, T1082, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:a29044a4b16cd0fc8a8a7f704ce81f847efc7a7047f69007083ac2d8b3df6770,a29044a4b16cd0fc8a8a7f704ce81f847efc7a7047f69007083ac2d8b3df6770,75,75,Splunk - Collective Insights Demo,,Correlation,"Berbew, Qukart","TA0011, T1547.001, T1112, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:b46f28ee1094e2fffe8bec8883dcfbf9b67e4c7f5143039bbd6d8ed844a23737,b46f28ee1094e2fffe8bec8883dcfbf9b67e4c7f5143039bbd6d8ed844a23737,75,75,Splunk - Collective Insights Demo,,Correlation,Berbew,"T1547.001, T1112, T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:b5df064ea0ae470a929c175b3118a6f6aa4845d2125b5020d9302cad7875e9fd,b5df064ea0ae470a929c175b3118a6f6aa4845d2125b5020d9302cad7875e9fd,71,71,Splunk - Collective Insights Demo,,Correlation,Muldrop20,"T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:b7251e4adefb781e6ea33144b743725f8fb6fbaa4f8a427b8c517988ea49e0ab,b7251e4adefb781e6ea33144b743725f8fb6fbaa4f8a427b8c517988ea49e0ab,75,75,Splunk - Collective Insights Demo,,Correlation,"Dinwod, Blackmoon","T1071, T1027, T1027.002, TA0011, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.125Z
hash:bf0fa435a735884ba419aab113d0b168107a162ed6d37d7e1ca37e3172584983,bf0fa435a735884ba419aab113d0b168107a162ed6d37d7e1ca37e3172584983,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1614.001, T1003, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:c345c2ed4fe9ca72ae9a88bc406c85a0358f07ee69dc4eb4277944aee7e319d6,c345c2ed4fe9ca72ae9a88bc406c85a0358f07ee69dc4eb4277944aee7e319d6,75,75,Splunk - Collective Insights Demo,,Correlation,njRAT,"TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:e7ad615a3473a2ec97070ae08da3414bd81caf76953162f89a14336461ad4869,e7ad615a3473a2ec97070ae08da3414bd81caf76953162f89a14336461ad4869,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1070, T1071, T1027, T1027.002, T1614.001, T1003, TA0011, T1070.006, T1082, T1012, T1120, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:e85d7b54a3871cbcb1cfdcc4cb5cc30661b718930cfde98a6ed660a9d2e82a9f,e85d7b54a3871cbcb1cfdcc4cb5cc30661b718930cfde98a6ed660a9d2e82a9f,72,72,Splunk - Collective Insights Demo,,Correlation,Bublik,"T1082, T1012, T1614.001, T1564.003, T1539, T1027, T1573, T1027.002, T1057, T1564, T1003, T1497, TA0011, T1071, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:ea78369e64987f4abe3f665f432853b9f11cbe00a1ea564769f9dd6e8e44dd07,ea78369e64987f4abe3f665f432853b9f11cbe00a1ea564769f9dd6e8e44dd07,75,75,Splunk - Collective Insights Demo,,Correlation,Tofsee,"TA0011, T1082, T1547.001, T1569.002, T1543.003, T1562.001, T1012, T1112, T1614.001, T1546.007, T1562.004, T1547, T1564.003, T1202, T1564, T1003, T1070, T1071, T1218, T1539, T1059, T1055, T1057, T1497, T1053, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:f05b5a5d7b8d450ac127039731144a8feabc483f138bc73de4910f25e3502356,f05b5a5d7b8d450ac127039731144a8feabc483f138bc73de4910f25e3502356,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1027, T1027.002, T1614.001, T1003, T1486, TA0011, T1082, T1012, T1120, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:06599d2b7dafa7435898c83d3feb7b5d75df768c4d7359eda5a7265dda1a380d,06599d2b7dafa7435898c83d3feb7b5d75df768c4d7359eda5a7265dda1a380d,71,71,Splunk - Collective Insights Demo,,Correlation,Muldrop20,"T1071, T1027, T1027.002, T1003, T1486, TA0011, T1082, T1012, T1614.001, T1120, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:11fdac31d60464ebd1584e8e5467b57f68c7208499986844ec3c5f5fc78eb383,11fdac31d60464ebd1584e8e5467b57f68c7208499986844ec3c5f5fc78eb383,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:159738871b2cf3db1bbf751c372780f790ddee7bfc2970c1ac65c4cb3788e04a,159738871b2cf3db1bbf751c372780f790ddee7bfc2970c1ac65c4cb3788e04a,75,75,Splunk - Collective Insights Demo,,Correlation,"Floxif, Pioneer","T1082, T1546.010, T1012, T1614.001, T1120, T1547, T1547.001, T1027, T1562, T1027.002, T1112, T1057, TA0011, T1071, T1562.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:18e408c8dbaa91891f27a510fe76818cfbd94f3a65d786d6e641be0b7ddab229,18e408c8dbaa91891f27a510fe76818cfbd94f3a65d786d6e641be0b7ddab229,75,75,Splunk - Collective Insights Demo,,Correlation,,"T1082, T1547.001, T1543.003, T1012, T1112, T1614.001, T1562.004, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:2689f13460b0b00c89dfbba21b356f2075a88a07b1aa5b3fe10658dccef9d1b9,2689f13460b0b00c89dfbba21b356f2075a88a07b1aa5b3fe10658dccef9d1b9,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1546.010, T1614.001, T1547, T1071, T1547.001, T1112, T1057, T1003, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:3a74b8e1e9c35c178e40832c7e0907df0102a62f768f2bf498e5b2e1c0f6bb02,3a74b8e1e9c35c178e40832c7e0907df0102a62f768f2bf498e5b2e1c0f6bb02,75,75,Splunk - Collective Insights Demo,,Correlation,Swisyn,"T1547.001, T1053.005, T1564.001, T1112, T1614.001, T1547, T1562, T1485, T1057, T1564, T1003, TA0011, T1071, T1562.006, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:3c932070cc9ad5a74fdf65a75218f7b0de2cb3be47a2f17944ca137807fd759d,3c932070cc9ad5a74fdf65a75218f7b0de2cb3be47a2f17944ca137807fd759d,75,75,Splunk - Collective Insights Demo,,Correlation,Qukart,"T1547.001, T1112, T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:3f1d6e8022ed92953cdc3fa3542e87048563e418ba7160bbe25bc6edef40de90,3f1d6e8022ed92953cdc3fa3542e87048563e418ba7160bbe25bc6edef40de90,75,75,Splunk - Collective Insights Demo,,Correlation,Cosmu,"T1071, T1027, T1055, T1485, T1027.002, T1614.001, T1074, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:416c37a0ca3c980bd2ef5900019538a19139baaa612d71f52f83a10b688f8d44,416c37a0ca3c980bd2ef5900019538a19139baaa612d71f52f83a10b688f8d44,80,80,Splunk - Collective Insights Demo,,Correlation,"Cobalt Strike Beacon, XMRig Miner","TA0011, T1071, T1027, T1027.002, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:425e338dddfe9fa779ec9ef50605216315c1f0f09a0c26c56917f71d374fad8e,425e338dddfe9fa779ec9ef50605216315c1f0f09a0c26c56917f71d374fad8e,75,75,Splunk - Collective Insights Demo,,Correlation,neconyd,"TA0011, T1614.001, T1070, T1071, T1082, T1027, T1027.002, T1012, T1057, T1497, T1070.006, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:447495e0142f68c3c7f3da1f7fe3a33e9da9ba47a82f0fd693d22b484a615fe8,447495e0142f68c3c7f3da1f7fe3a33e9da9ba47a82f0fd693d22b484a615fe8,80,80,Splunk - Collective Insights Demo,,Correlation,,"T1027, T1553.004, T1055, T1573, T1485, T1027.002, T1012, T1112, T1057, T1003, TA0011, T1120, T1071, T1082, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:44bd886334637c5102084e0e4ed010ca830b5194a675db32c5e4f363aea0a615,44bd886334637c5102084e0e4ed010ca830b5194a675db32c5e4f363aea0a615,75,75,Splunk - Collective Insights Demo,,Correlation,,"T1547, T1071, T1547.001, T1027, T1027.002, T1112, T1614.001, T1486, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:4c130120e99a5cc98bb2a3dd0d440f8dedbb78763bfb628f2d425b054e40ae7f,4c130120e99a5cc98bb2a3dd0d440f8dedbb78763bfb628f2d425b054e40ae7f,80,80,Splunk - Collective Insights Demo,,Correlation,Berbew,"T1547.001, T1112, T1614.001, T1547, T1071, T1027, T1027.002, T1486, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:4c5c93072101235babd930d534c984a7a41b2de1d1448e6c3aef5dcdaaa91539,4c5c93072101235babd930d534c984a7a41b2de1d1448e6c3aef5dcdaaa91539,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1546.010, T1614.001, T1027, T1055, T1027.002, T1012, T1057, T1003, T1497, TA0011, T1071, T1082, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:59b56a56d4f1b63a7efa7bf6430b1067628ab9c6d404a826f342f620ca53b99c,59b56a56d4f1b63a7efa7bf6430b1067628ab9c6d404a826f342f620ca53b99c,75,75,Splunk - Collective Insights Demo,,Correlation,Metasploit,"T1614.001, T1071, T1027, T1027.002, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:6413e81d1899bee9917e272e9ab75864e285bb7b1b5d2a2f7321324131e30d8f,6413e81d1899bee9917e272e9ab75864e285bb7b1b5d2a2f7321324131e30d8f,75,75,Splunk - Collective Insights Demo,,Correlation,"Gh0st RAT, Farfli","TA0011, T1614.001, T1071, T1027, T1027.002, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:6512633819f21e1ddba141fc8e987323b4c9a672b685e01ca9234666c5a9cc6a,6512633819f21e1ddba141fc8e987323b4c9a672b685e01ca9234666c5a9cc6a,71,71,Splunk - Collective Insights Demo,,Correlation,Krap,"T1614.001, T1547, T1547.001, T1027, T1027.002, T1012, T1112, T1057, T1497, T1053, TA0011, T1071, T1082, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:720ad5aa5c9ba297f3b9371920b2393afad5db792138052e5dc3def41c19828b,720ad5aa5c9ba297f3b9371920b2393afad5db792138052e5dc3def41c19828b,75,75,Splunk - Collective Insights Demo,,Correlation,Berbew,"T1547, T1071, T1547.001, T1027, T1027.002, T1112, T1614.001, T1486, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:86f68507ec6c03f5cc2f9d5d38f27eb15d292db22fd4485db42c0fa08b0952dc,86f68507ec6c03f5cc2f9d5d38f27eb15d292db22fd4485db42c0fa08b0952dc,75,75,Splunk - Collective Insights Demo,,Correlation,"Berbew, Qukart","TA0011, T1547.001, T1112, T1614.001, T1547, T1071, T1027, T1027.002, T1486, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:93d91e03b547d2bf94dac72229d0e463107f820aaee0e76156d36a85abdebeb1,93d91e03b547d2bf94dac72229d0e463107f820aaee0e76156d36a85abdebeb1,75,75,Splunk - Collective Insights Demo,,Correlation,Berbew,"T1547.001, T1112, T1614.001, TA0011, T1016.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:98b8196a38131944d5b47ec55100e848962c200f9dd319225a0306ecb073d5a0,98b8196a38131944d5b47ec55100e848962c200f9dd319225a0306ecb073d5a0,75,75,Splunk - Collective Insights Demo,,Correlation,Tinba,"T1547.001, T1112, T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:9a81e6f80ecac86f496e2456cd2d171631cfc07d31249e16fdf4ee5cea899e44,9a81e6f80ecac86f496e2456cd2d171631cfc07d31249e16fdf4ee5cea899e44,71,71,Splunk - Collective Insights Demo,,Correlation,Muldrop20,"T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:a5a12a47294918dec4974d226d01a485a858939b49428e26e47fd9a3639e4293,a5a12a47294918dec4974d226d01a485a858939b49428e26e47fd9a3639e4293,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1546.010, T1614.001, T1071, T1082, T1027, T1055, T1027.002, T1012, T1057, T1003, T1497, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:a8cffffc11654ac024b4241872b534bd64e2b52bde92cbb7cbac729500e12dc0,a8cffffc11654ac024b4241872b534bd64e2b52bde92cbb7cbac729500e12dc0,71,71,Splunk - Collective Insights Demo,,Correlation,Muldrop20,"T1071, T1027, T1027.002, T1003, T1486, TA0011, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:a9249ace6c27d79893ee77324c0908afdd142a52d3c12ed47d3919c1dc401f75,a9249ace6c27d79893ee77324c0908afdd142a52d3c12ed47d3919c1dc401f75,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1027, T1027.002, T1614.001, T1003, TA0011, T1082, T1012, T1120, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:af007bfdf189e890b88d6f48fca53b4ad9e1418a545d6245bc8fe9fa765225d7,af007bfdf189e890b88d6f48fca53b4ad9e1418a545d6245bc8fe9fa765225d7,80,80,Splunk - Collective Insights Demo,,Correlation,StormAttack,"T1112, T1614.001, T1547.014, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:b453f0dfaeffb190d8a5fbce880de6a85f69da3fc803b5792cdab44129faa6ee,b453f0dfaeffb190d8a5fbce880de6a85f69da3fc803b5792cdab44129faa6ee,75,75,Splunk - Collective Insights Demo,,Correlation,njRAT,"T1547.001, T1053.005, T1027, T1005, T1564.001, T1555.003, T1027.002, T1012, T1112, T1102, T1003, TA0011, T1071, T1082, T1552.001, T1614.001, T1547.004, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
hash:cbad76ccb7ad3037c3986f952bccccea2346259498f62b6386ea7572a4af667e,cbad76ccb7ad3037c3986f952bccccea2346259498f62b6386ea7572a4af667e,75,75,Splunk - Collective Insights Demo,,Correlation,Cosmu,"T1614.001, T1071, T1027, T1485, T1027.002, T1074, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T01:15:28.124Z
