Entity ID,Entity,Risk Score at Detection,Current Risk Score,Source,Description,Detectors,Malware,Mitre Codes,Event Source,Event ID,Detection Time
qAAx5M,CVE-2023-21716,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:02:04.000Z
LCpfc3,CVE-2012-0152,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:00:07.000Z
SoLUaY,CVE-2017-2990,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:59:04.000Z
fUw2Oc,CVE-2020-25621,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:59:04.000Z
Ookwjn,CVE-2015-3246,94,84,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:58:05.000Z
SDNWTA,CVE-2016-7255,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:58:05.000Z
LFQ-WO,CVE-2007-3896,93,87,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:57:05.000Z
LYyVyt,CVE-2013-0318,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:57:05.000Z
ceaoxo,CVE-2020-0601,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:56:05.000Z
fHs9Mx,CVE-2020-3569,79,79,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:55:07.000Z
pmyPiY,CVE-2023-23518,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:55:07.000Z
LEyHBk,CVE-2011-3521,95,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:54:05.000Z
K-1CeX,CVE-2007-5659,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:53:05.000Z
LFQ-13,CVE-2009-3127,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:53:05.000Z
jxFyb5,CVE-2021-1770,0,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:52:05.000Z
q3u_30,CVE-2023-30547,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:51:06.000Z
nzkjPP,CVE-2022-39070,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:51:06.000Z
NXIB1q,CVE-2007-2372,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:50:07.000Z
boG6TO,CVE-2019-1405,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:48:05.000Z
KLnnR1,CVE-2013-0074,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:48:05.000Z
iAfWFv,CVE-2021-3493,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:47:05.000Z
xvPi2C,CVE-2024-43572,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:46:05.000Z
ZFnwUO,CVE-2019-0668,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:46:05.000Z
u2_IUA,CVE-2024-20767,89,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:44:05.000Z
LFRC5V,CVE-2003-0347,95,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:43:05.000Z
dL6PyN,CVE-2020-14882,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:43:05.000Z
Q0lgwS,CVE-2016-3198,91,81,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:42:05.000Z
X6zVwP,CVE-2018-4404,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:41:05.000Z
NXHlxV,CVE-2006-7079,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:41:05.000Z
gEHq0i,CVE-2020-28609,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:40:07.000Z
K-06lz,CVE-2011-3402,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:40:07.000Z
m4hEdz,CVE-2022-32888,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:39:04.000Z
K-BiYX,CVE-2009-3129,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:39:04.000Z
nJlMBT,CVE-2022-2298,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:38:05.000Z
vJ_vs6,CVE-2024-29972,79,79,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:37:05.000Z
LFQ_Fo,CVE-2011-0979,0,91,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:37:05.000Z
OKrl5I,CVE-2014-8361,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:36:06.000Z
l-vrei,CVE-2022-27226,79,79,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:35:06.000Z
LE7RVl,CVE-2006-1359,95,94,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:34:05.000Z
tsu09G,CVE-2023-50245,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:33:06.000Z
jg_thj,CVE-2021-39144,79,79,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:32:05.000Z
X6yZCv,CVE-2018-4373,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:31:05.000Z
LEyLjb,CVE-2011-0065,92,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:30:07.000Z
K-QSRT,CVE-2013-2465,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:29:04.000Z
mUR1b5,CVE-2022-29464,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:28:05.000Z
OlS0-I,CVE-2015-2426,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:27:06.000Z
LFQ_tF,CVE-2011-0655,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:26:05.000Z
W0zU_Z,CVE-2018-8414,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:26:05.000Z
QIz4Be,CVE-2016-0111,93,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:25:07.000Z
dQ4kTT,CVE-2020-10823,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:25:07.000Z
vbAXFV,CVE-2024-3882,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:24:05.000Z
TwqRBD,CVE-2017-11757,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:24:05.000Z
T5MicZ,CVE-2014-9969,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:23:05.000Z
wE_3T5,CVE-2024-5271,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:21:05.000Z
iiXkrt,CVE-2020-24020,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:20:06.000Z
K_B5L0,CVE-2013-1288,92,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:19:05.000Z
iEU2Bw,CVE-2021-21224,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:19:05.000Z
QOrXtx,CVE-2016-1757,93,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:18:05.000Z
SNsfPu,CVE-2016-8655,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:17:05.000Z
Tbgg5p,CVE-2016-9984,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:17:05.000Z
vl3Dhj,CVE-2024-4146,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:16:05.000Z
ZFgZ5R,CVE-2019-7089,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:16:05.000Z
zfJbMo,CVE-2024-49243,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:15:06.000Z
dBLNmi,CVE-2020-0041,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:14:05.000Z
KLkOr0,CVE-2012-5699,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:14:05.000Z
LE7RFn,CVE-2006-1016,92,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:13:05.000Z
uZ4vyd,CVE-2024-25100,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:12:06.000Z
1qixFH,CVE-2024-12686,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:12:06.000Z
QCvlqX,CVE-2016-0212,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:11:06.000Z
KOSEe5,CVE-2013-3882,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:11:06.000Z
w502oG,CVE-2024-6592,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:10:07.000Z
TfDeBE,CVE-2017-4997,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:10:07.000Z
K9SjBH,CVE-2014-0515,89,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:09:05.000Z
TBc8TV,CVE-2017-7858,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:09:05.000Z
LEy5L9,CVE-2006-6027,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:08:05.000Z
jDaRnP,CVE-2021-22555,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:07:04.000Z
cwF6Ua,CVE-2020-8808,70,70,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:06:06.000Z
LRPcTf,CVE-2014-4671,91,91,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:05:07.000Z
K-0-q-,CVE-2013-0431,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:04:04.000Z
vKASuH,CVE-2024-30544,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:04:04.000Z
Uc3ixC,CVE-2017-16401,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:03:06.000Z
aVEQpi,CVE-2019-0986,82,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:02:05.000Z
c-ytQH,CVE-2019-4301,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:01:04.000Z
bafwp2,CVE-2019-16667,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T21:01:04.000Z
LEyPR4,CVE-2010-0886,97,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T21:00:07.000Z
tCrxRG,CVE-2023-46150,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:59:04.000Z
WUNJQC,CVE-2018-8249,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:58:04.000Z
K-Exor,CVE-2012-2539,95,97,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:57:06.000Z
ar3wJM,CVE-2019-13272,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:57:06.000Z
OCpbaV,CVE-2015-1318,95,84,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:55:07.000Z
blkKjT,CVE-2019-17580,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:55:07.000Z
LEyx73,CVE-2007-5398,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:54:05.000Z
bfGIvh,CVE-2019-2215,0,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:54:05.000Z
NaqCPC,CVE-2015-0240,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:53:04.000Z
l6cffj,CVE-2022-26766,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:52:05.000Z
LDSG-t,CVE-2013-1488,96,96,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:51:06.000Z
WFsHP0,CVE-2018-10483,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:51:06.000Z
htqvDb,CVE-2021-27438,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:50:06.000Z
JuSKOW,CVE-2011-0609,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:50:06.000Z
LJKmNm,CVE-2014-1773,70,70,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:49:05.000Z
sbMw93,CVE-2023-40797,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:49:05.000Z
LE7PWc,CVE-2010-0232,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:48:05.000Z
i-bc6P,CVE-2021-22373,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:48:05.000Z
KD6i90,CVE-2013-2463,96,96,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:47:05.000Z
LE7LG5,CVE-2012-0297,73,73,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:46:05.000Z
LE7SlM,CVE-2001-0797,73,73,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:46:05.000Z
LEyGgW,CVE-2011-2097,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:45:06.000Z
nkw6zS,CVE-2022-37706,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:45:06.000Z
zagqMb,CVE-2024-49113,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:44:05.000Z
K_20iA,CVE-2011-2462,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:43:04.000Z
mcEBKT,CVE-2022-29909,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:42:06.000Z
K9SjBH,CVE-2014-0515,89,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:42:06.000Z
jPRVxy,CVE-2021-37421,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:41:04.000Z
OX3S9T,CVE-2015-3105,95,95,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:41:04.000Z
T5GW_f,CVE-2017-12942,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:40:06.000Z
NXINXq,CVE-2007-5155,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:40:06.000Z
LFRC4X,CVE-2004-0210,94,84,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:38:06.000Z
nYNCbx,CVE-2022-36509,70,70,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:36:06.000Z
VQuRfC,CVE-2018-0860,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:35:06.000Z
LExm9h,CVE-2012-5840,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:35:06.000Z
MDPiy_,CVE-2014-8440,96,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:34:05.000Z
mVki6I,CVE-2022-1414,0,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:34:05.000Z
qyPct4,CVE-2023-29815,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:33:06.000Z
k7OgAL,CVE-2021-23463,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:32:05.000Z
LRPcTf,CVE-2014-4671,91,91,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:32:05.000Z
SDM9sy,CVE-2016-7228,96,96,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:31:04.000Z
LrXEZQ,CVE-2013-4787,95,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:30:06.000Z
LAy6zQ,CVE-2014-0529,92,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:29:05.000Z
liDhjr,CVE-2022-24521,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:28:04.000Z
VDebpM,CVE-2018-0099,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:28:04.000Z
NXIpNn,CVE-2008-2894,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:27:06.000Z
ivKZzA,CVE-2021-34527,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:27:06.000Z
bP-l64,CVE-2019-1215,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:26:05.000Z
UybOj5,CVE-2017-17562,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:25:07.000Z
WOPuzD,CVE-2018-4237,99,87,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:24:05.000Z
hoEpF4,CVE-2021-21355,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:23:05.000Z
lrLyPX,CVE-2022-0671,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:22:04.000Z
y5jRY5,CVE-2024-9120,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:21:06.000Z
OjOAdZ,CVE-2015-2424,89,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:21:06.000Z
Ohodp6,CVE-2015-2387,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:18:05.000Z
1ZVxB9,CVE-2024-55550,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:18:05.000Z
LE7Qjc,CVE-2008-5002,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:17:05.000Z
n9H3aa,CVE-2022-40510,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:17:05.000Z
qg-cKQ,CVE-2022-45597,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:16:05.000Z
L0R5Ec,CVE-2014-6352,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:16:05.000Z
LFQ9Lm,CVE-2012-0142,92,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:15:07.000Z
SoLUaY,CVE-2017-2990,92,92,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:13:05.000Z
vcCyvf,CVE-2022-48681,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:12:06.000Z
Q0lgwS,CVE-2016-3198,91,81,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:12:06.000Z
U_3qAY,CVE-2018-0802,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:11:05.000Z
LEyHBk,CVE-2011-3521,95,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:11:05.000Z
K-Exor,CVE-2012-2539,95,97,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:10:07.000Z
ZgFn9x,CVE-2019-0841,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:09:05.000Z
LEyKE1,CVE-2011-0619,91,85,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:09:05.000Z
Q0lRb3,CVE-2016-0199,98,86,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:07:05.000Z
fOD5zi,CVE-2020-1595,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:07:05.000Z
iHFo6D,CVE-2021-22204,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:06:05.000Z
tbMOfA,CVE-2023-48365,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:06:05.000Z
R35O6_,CVE-2016-7007,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:05:06.000Z
WAVIVC,CVE-2018-8120,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:05:06.000Z
S0eb_5,CVE-2017-0147,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:04:05.000Z
K_B5L2,CVE-2011-3544,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:04:05.000Z
chbb-z,CVE-2020-0674,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:03:05.000Z
dmLJVk,CVE-2020-18717,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:02:04.000Z
2dxiaM,CVE-2025-21334,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:02:04.000Z
Y3BjAk,CVE-2019-6225,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T20:01:04.000Z
iZe7yo,CVE-2020-15377,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T20:00:07.000Z
njv91s,CVE-2022-2588,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:58:05.000Z
LFRAcw,CVE-2009-1530,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:58:05.000Z
yHNdF2,CVE-2024-8214,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T19:57:05.000Z
liDhjr,CVE-2022-24521,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T19:57:05.000Z
